Scientific Name ▴,Fangs,Toxicity,Rating ?,Common name
Elaphe dione,rear-fanged,unclear toxicity,???,Dione rat snake
Elaphe davidi,rear-fanged,unclear toxicity,???,Pere David's Rat Snake
Elaphe climacophora,rear-fanged,venomous,💀💀,Japanese rat snake
Elaphe carinata,rear-fanged,unclear toxicity,???,King rat snake
Elaphe cantoris,rear-fanged,unclear toxicity,???,Eastern Trinket Snake
Elaphe bimaculata,rear-fanged,unclear toxicity,???,Twin spotted rat snake
Elaphe anomala,rear-fanged,unclear toxicity,???,Amur rat snake
Elachistodon westermanni,rear-fanged,unclear toxicity,???,Indian Egg eating Snake
Eirenis thospitis,rear-fanged,unclear toxicity,???,Thuspa Zwergnatter
Eirenis rothii,rear-fanged,unclear toxicity,???,Roth's Dwarf Racer
Eirenis rechingeri,rear-fanged,unclear toxicity,???,Iranian Dwarf Snake
Eirenis punctatolineatus,rear-fanged,unclear toxicity,???,Dotted Dwarf Racer
Eirenis persicus,rear-fanged,unclear toxicity,???,Dark headed Dwarf Racer
Eirenis occidentalis,rear-fanged,unclear toxicity,???,Western dwarf racer
Eirenis modestus,rear-fanged,unclear toxicity,???,Asia Minor Dwarf Racer
Eirenis medus,rear-fanged,unclear toxicity,???,Ashkhabad dwarf racer
Eirenis lineomaculatus,rear-fanged,unclear toxicity,???,Spotted line Dwarf Snake
Eirenis levantinus,rear-fanged,unclear toxicity,???,Asia Minor Dwarf Racer
Eirenis kermanensis,rear-fanged,unclear toxicity,???,Kerman Dwarf Snake
Eirenis hakkariensis,rear-fanged,unclear toxicity,???,Hakkari Zwergnatter
Eirenis eiselti,rear-fanged,unclear toxicity,???,Eiselt's Dwarf Racer
Eirenis decemlineatus,rear-fanged,unclear toxicity,???,Narrow striped Dwarf Snake
Eirenis coronelloides,rear-fanged,unclear toxicity,???,Sinai Dwarf Racer
Eirenis coronella,rear-fanged,unclear toxicity,???,Crowned Dwarf Racer
Eirenis collaris,rear-fanged,unclear toxicity,???,Collared Dwarf Racer
Eirenis barani,rear-fanged,unclear toxicity,???,Baran Dwarf Racer
Eirenis aurolineatus,rear-fanged,unclear toxicity,???,Golden striped Dwarf Snake
Eirenis africanus,rear-fanged,unclear toxicity,???,African Dwarf Snake
Echis pyramidum,front-fanged,venomous,💀💀💀,Egyptian saw scaled viper
Echis omanensis,front-fanged,venomous,💀💀💀💀,Oman saw scaled viper
Echis ocellatus,front-fanged,venomous,💀💀💀💀,West African carpet viper
Echis megalocephalus,front-fanged,venomous,💀💀💀💀,Big headed carpet viper
Echis leucogaster,front-fanged,venomous,💀💀💀💀,White bellied carpet viper
Echis khosatzkii,front-fanged,venomous,💀💀💀💀,Khosatzki's saw scaled viper
Echis jogeri,front-fanged,venomous,💀💀💀💀,Joger's carpet viper
Echis hughesi,front-fanged,venomous,💀💀💀💀,Hughes' carpet viper
Echis coloratus,front-fanged,venomous,💀💀💀💀,Painted saw scaled viper
Echis carinatus,front-fanged,venomous,💀💀💀💀,Saw scaled viper
Echis borkini,front-fanged,venomous,💀💀💀💀,Borkin's Viper
Echiopsis curta,front-fanged,venomous,💀💀,Bardick
Echinanthera undulata,rear-fanged,unclear toxicity,???,Wellenstreifige Natter
Echinanthera melanostigma,rear-fanged,unclear toxicity,???,Black marked Leaf litter Snake
Echinanthera cyanopleura,rear-fanged,unclear toxicity,???,Blue flanked Leaf litter Snake
Echinanthera cephalostriata,rear-fanged,unclear toxicity,???,Head striped Leaf litter Snake
Echinanthera cephalomaculata,rear-fanged,unclear toxicity,???,Head spotted Leaf litter Snake
Echinanthera amoena,rear-fanged,unclear toxicity,???,East Brazilian Leaf litter Snake
Duberria variegata,non-fanged,unclear toxicity,???,Spotted Slug Eater
Duberria shirana,non-fanged,unclear toxicity,???,Shire Slug Eater
Duberria rhodesiana,non-fanged,unclear toxicity,???,Zimbabwean Slug Eater
Duberria lutrix,non-fanged,non-venomous,---,Common Slug Eater
Drysdalia rhodogaster,front-fanged,venomous,💀💀,Mustard bellied snake
Drysdalia mastersii,front-fanged,venomous,💀💀,Master's snake
Drysdalia coronoides,front-fanged,venomous,💀💀,White lipped snake
Dryophiops rubescens,rear-fanged,unclear toxicity,???,Brown Whip Snake
Dryophiops philippina,rear-fanged,unclear toxicity,???,Philippine Whip Snake
Dryocalamus tristrigatus,rear-fanged,unclear toxicity,???,Three Banded Bridled Snake
Dryocalamus subannulatus,rear-fanged,unclear toxicity,???,Malayan Bridal Snake
Dryocalamus philippinus,rear-fanged,unclear toxicity,???,Philippine Dryocalamus
Dryocalamus nympha,rear-fanged,unclear toxicity,???,Vellore Bridal Snake
Dryocalamus gracilis,rear-fanged,unclear toxicity,???,Scarce Bridal Snake
Dryocalamus davisonii,rear-fanged,unclear toxicity,???,Common Bridle Snake
Drymoluber dichrous,rear-fanged,unclear toxicity,???,Northern Woodland Racer
Drymoluber brazili,rear-fanged,unclear toxicity,???,Brazilian Woodland Racer
Drymoluber apurimacensis,rear-fanged,unclear toxicity,???,Apurímac Woodland Racer
Drymobius rhombifer,rear-fanged,unclear toxicity,???,Esmarald Racer
Drymobius melanotropis,rear-fanged,unclear toxicity,???,Black Forest Racer
Drymobius margaritiferus,rear-fanged,venomous,?💀?,Northern Speckled Racer
Drymobius chloroticus,rear-fanged,unclear toxicity,???,Green Highland Racer
Drymarchon melanurus,rear-fanged,unclear toxicity,???,Blacktail Cribo
Drymarchon margaritae,rear-fanged,unclear toxicity,???,Margarita Indigo Snake
Drymarchon kolpobasileus,rear-fanged,unclear toxicity,???,Gulf Coast Indigo Snake
Drymarchon couperi,rear-fanged,unclear toxicity,???,Gopher Snake
Drymarchon corais,rear-fanged,unclear toxicity,???,Blacktail indigo snake
Drymarchon caudomaculatus,rear-fanged,unclear toxicity,???,Spot tailed Cribo
Dromicodryas quadrilineatus,rear-fanged,unclear toxicity,???,Four striped Snake
Dromicodryas bernieri,rear-fanged,unclear toxicity,???,Bernier's Striped Snake
Drepanoides anomalus,rear-fanged,unclear toxicity,???,Black collared Snake
Dolichophis schmidti,rear-fanged,venomous,?💀?,Schmidt's whip snake
Dolichophis jugularis,rear-fanged,venomous,?💀?,Large whip snake
Dolichophis cypriensis,rear-fanged,venomous,?💀?,Cyprus Whip Snake
Dolichophis caspius,rear-fanged,venomous,?💀?,Caspian whip snake
Djokoiskandarus annulata,rear-fanged,venomous,?💀?,
Ditypophis vivax,rear-fanged,unclear toxicity,???,Günther's Racer
Ditaxodon taeniatus,rear-fanged,unclear toxicity,???,Hensel's Snake
Dispholidus typus,rear-fanged,venomous,💀💀💀💀,Boomslang
Dipsina multimaculata,rear-fanged,venomous,?💀?,Western Beaked Snake
Dipsas viguieri,rear-fanged,unclear toxicity,???,Bocourt's Snail eater
Dipsas vermiculata,rear-fanged,unclear toxicity,???,Vermiculate Snail eater
Dipsas variegata,rear-fanged,unclear toxicity,???,Variegated Snail eater
Dipsas trinitatis,rear-fanged,unclear toxicity,???,Trinidad Snail eater
Dipsas tenuissima,rear-fanged,unclear toxicity,???,Taylor's Snail eater
Dipsas temporalis,rear-fanged,unclear toxicity,???,Temporal Snail eater
Dipsas schunkii,rear-fanged,unclear toxicity,???,Schunk's Snail eater
Dipsas sazimai,rear-fanged,unclear toxicity,???,Atlantic Forest Snail Eater
Dipsas sanctijoannis,rear-fanged,unclear toxicity,???,Tropical Snail eater
Dipsas pratti,rear-fanged,unclear toxicity,???,Pratt's Snail eater
Dipsas praeornata,rear-fanged,unclear toxicity,???,Venezuelan Snail Eater
Dipsas peruana,rear-fanged,unclear toxicity,???,Peru Snail eater
Dipsas pavonina,rear-fanged,unclear toxicity,???,Northern Snail eater
Dipsas pakaraima,rear-fanged,unclear toxicity,???,Pakaraima Mountains Snail Eater
Dipsas oreas,rear-fanged,unclear toxicity,???,Ecuador Snail eater
Dipsas nicholsi,rear-fanged,unclear toxicity,???,Panamanian Snail Eater
Dipsas maxillaris,rear-fanged,unclear toxicity,???,Werner's Thirst Snake
Dipsas indica,rear-fanged,unclear toxicity,???,Neotropical Snail eater
Dipsas incerta,rear-fanged,unclear toxicity,???,Jan's Snail eater
Dipsas gracilis,rear-fanged,unclear toxicity,???,Graceful Snail eater
Dipsas gaigeae,rear-fanged,unclear toxicity,???,Gaige's Thirst Snail eater
Dipsas ellipsifera,rear-fanged,unclear toxicity,???,Ibarra Snail Eater
Dipsas elegans,rear-fanged,unclear toxicity,???,Caracolera subtropical
Dipsas copei,rear-fanged,unclear toxicity,???,Guianan Snail Eater
Dipsas cisticeps,rear-fanged,unclear toxicity,???,Neotropical Snail eater
Dipsas chaparensis,rear-fanged,unclear toxicity,???,Chapare Snail Eater
Dipsas catesbyi,rear-fanged,unclear toxicity,???,Catesby's Snail eater
Dipsas bucephala,rear-fanged,unclear toxicity,???,Neotropical Snail eater
Dipsas brevifacies,rear-fanged,unclear toxicity,???,Snail eating Thirst Snake
Dipsas bicolor,rear-fanged,unclear toxicity,???,Two colored Snail eater
Dipsas baliomelas,rear-fanged,unclear toxicity,???,Macarena Mountains Snail Eater
Dipsas articulata,rear-fanged,unclear toxicity,???,American Snail eater
Dipsas andiana,rear-fanged,unclear toxicity,???,Andean Snail Eater
Dipsas alternans,rear-fanged,unclear toxicity,???,Jan's Snail eater
Dipsas albifrons,rear-fanged,unclear toxicity,???,Sauvage's Snail eater
Dipsadoboa werneri,rear-fanged,unclear toxicity,???,Werner's Green Tree Snake
Dipsadoboa weileri,rear-fanged,unclear toxicity,???,Weiler's Tree Snake
Dipsadoboa viridis,rear-fanged,unclear toxicity,???,Gracile Nocturnal Tree Snake
Dipsadoboa unicolor,rear-fanged,unclear toxicity,???,Günther's Green Tree Snake
Dipsadoboa underwoodi,rear-fanged,unclear toxicity,???,Underwood's Nocturnal Tree Snake
Dipsadoboa shrevei,rear-fanged,unclear toxicity,???,Shreve's Nocturnal Tree Snake
Dipsadoboa flavida,rear-fanged,unclear toxicity,???,Northern Marbled Nocturnal Tree Snake
Dipsadoboa duchesnii,rear-fanged,unclear toxicity,???,Blue tailed Nocturnal Tree Snake
Dipsadoboa brevirostris,rear-fanged,unclear toxicity,???,Short head Rear fanged Tree Snake
Dipsadoboa aulica,rear-fanged,venomous,💀💀,Cross barred Snake
Dieurostus dussumieri,rear-fanged,venomous,💀💀,Kerala Mud Snake
Diaphorolepis wagneri,rear-fanged,unclear toxicity,???,Ecuador Frog eating Snake
Diaphorolepis laevis,rear-fanged,unclear toxicity,???,Colombian Frog eating Snake
Diadophis punctatus,rear-fanged,venomous,💀💀,Ringneck Snake
Denisonia maculata,front-fanged,venomous,💀💀💀,Ornamental snake
Denisonia devisi,front-fanged,venomous,💀💀💀,Mud adder
Dendrophidion vinitor,rear-fanged,unclear toxicity,???,Barred Forest Racer
Dendrophidion rufiterminorum,rear-fanged,unclear toxicity,???,Northern Black naped Forest Racer
Dendrophidion prolixum,rear-fanged,unclear toxicity,???,Cauca Forest Racer
Dendrophidion percarinatum,rear-fanged,unclear toxicity,???,South American Forest Racer
Dendrophidion paucicarinatum,rear-fanged,unclear toxicity,???,Cope's Forest Racer
Dendrophidion nuchale,rear-fanged,unclear toxicity,???,Peters' Forest Racer
Dendrophidion graciliverpa,rear-fanged,unclear toxicity,???,El Oro Forest Racer
Dendrophidion dendrophis,rear-fanged,unclear toxicity,???,Olive Forest Racer
Dendrophidion crybelum,rear-fanged,unclear toxicity,???,Costa Rican Barred Forest Racer
Dendrophidion clarkii,rear-fanged,unclear toxicity,???,Clark's Forest Racer
Dendrophidion brunneum,rear-fanged,unclear toxicity,???,Günther's Forest Racer
Dendrophidion boshelli,rear-fanged,unclear toxicity,???,Hoshell's Forest Racer
Dendrophidion bivittatus,rear-fanged,unclear toxicity,???,Forest Racer
Dendrophidion atlantica,rear-fanged,unclear toxicity,???,Atlantic Forest Racer
Dendrophidion apharocybe,rear-fanged,unclear toxicity,???,Central American Barred Forest Racer
Dendrolycus elapoides,non-fanged,unclear toxicity,???,Cameroon Rainforest Snake
Dendroaspis viridis,front-fanged,venomous,💀💀💀💀,Western green mamba
Dendroaspis polylepis,front-fanged,venomous,💀💀💀💀💀,Black mamba
Dendroaspis jamesoni,front-fanged,venomous,💀💀💀💀,Jameson's mamba
Dendroaspis angusticeps,front-fanged,venomous,💀💀💀💀,Eastern green mamba
Dendrelaphis walli,rear-fanged,unclear toxicity,???,Southern Burmese Bronzeback
Dendrelaphis underwoodi,rear-fanged,unclear toxicity,???,Underwood’s Bronzeback snake
Dendrelaphis tristis,rear-fanged,unclear toxicity,???,Common Bronzeback Tree Snake
Dendrelaphis terrificus,rear-fanged,unclear toxicity,???,Terrific Bronzeback
Dendrelaphis subocularis,rear-fanged,unclear toxicity,???,Burmese Bronzeback
Dendrelaphis striolatus,rear-fanged,unclear toxicity,???,Palau islands bronzeback
Dendrelaphis striatus,rear-fanged,unclear toxicity,???,Banded Bronzeback
Dendrelaphis sinharajensis,rear-fanged,unclear toxicity,???,Sinharaja tree snake
Dendrelaphis schokari,rear-fanged,unclear toxicity,???,Common Sri Lanka Bronzeback
Dendrelaphis punctulatus,rear-fanged,unclear toxicity,???,Green Tree Snake
Dendrelaphis pictus,rear-fanged,unclear toxicity,???,Indonesian bronzeback
Dendrelaphis philippinensis,rear-fanged,unclear toxicity,???,Mindanao Stripe tailed Bronzeback
Dendrelaphis papuensis,rear-fanged,venomous,💀💀,Papuan treesnake
Dendrelaphis oliveri,rear-fanged,unclear toxicity,???,Oliver's Bronzeback
